,中企海外投资数据,中企海外投资数据,中国人民银行,http://www.pbc.gov.cn/publish/diaochatongjisi/133/index.html
,,,,
日期,地区,,,
2013.06,,,,
2012.12,,,,
2012.06,,,,
2011.12,,,,
2011.06,,,,
