,中企海外投资数据,中企海外投资数据,商务部,http://www.mofcom.gov.cn/article/tongjiziliao/
,,,,
日期,地区,,,
2013.06,,,,
2012.12,,,,
2012.06,,,,
2011.12,,,,
2011.06,,,,
